sample_id,connector_name,filename,label,gray_mean,gray_std,band_mean,band_std,board_id
20251106110559_TOP,conn1,20251106110559_TOP.png,OK,0.5356901288032532,0.2589465081691742,0.5367608070373535,0.2072955965995788,20251106110559
20251106110559_TOP,conn2,20251106110559_TOP.png,OK,0.4731144309043884,0.2722097039222717,0.4350875318050384,0.230251207947731,20251106110559
20251106110559_TOP,conn3,20251106110559_TOP.png,OK,0.6003161072731018,0.2552564740180969,0.7165754437446594,0.1710983365774154,20251106110559
20251106110559_TOP,conn4,20251106110559_TOP.png,PARTIAL OCCLUSION,0.4386222064495086,0.2041672617197036,0.4516238868236542,0.154377281665802,20251106110559
20251106110559_TOP,conn5,20251106110559_TOP.png,OK,0.5073378682136536,0.2422876060009002,0.456644207239151,0.2506093382835388,20251106110559
20251106110559_TOP,conn6,20251106110559_TOP.png,OCCLUSION,0.5125173330307007,0.2723558247089386,0.5379258394241333,0.261294424533844,20251106110559
20251106110559_TOP,conn7,20251106110559_TOP.png,OK,0.3539733588695526,0.2469886690378189,0.3661402761936188,0.2291531413793563,20251106110559
20251106110559_TOP,conn8,20251106110559_TOP.png,OK,0.3789327442646026,0.270121306180954,0.4429072439670563,0.2630885243415832,20251106110559
20251106110559_TOP,conn9,20251106110559_TOP.png,OK,0.4825804233551025,0.3038419485092163,0.5884560346603394,0.2887706756591797,20251106110559
20251106110633_TOP,conn1,20251106110633_TOP.png,OK,0.5392799973487854,0.2646432518959045,0.5639916062355042,0.2136934548616409,20251106110633
20251106110633_TOP,conn2,20251106110633_TOP.png,OK,0.469207763671875,0.2703180611133575,0.4334519505500793,0.2418943792581558,20251106110633
20251106110633_TOP,conn3,20251106110633_TOP.png,OK,0.5926199555397034,0.2433449029922485,0.7027186155319214,0.1583650410175323,20251106110633
20251106110633_TOP,conn4,20251106110633_TOP.png,OK,0.444465160369873,0.2001097053289413,0.4445761144161224,0.1364678144454956,20251106110633
20251106110633_TOP,conn5,20251106110633_TOP.png,OK,0.5088449716567993,0.2441113293170929,0.4827090501785278,0.2383960038423538,20251106110633
20251106110633_TOP,conn6,20251106110633_TOP.png,OK,0.4885158836841583,0.2920010089874267,0.6007884740829468,0.2467262893915176,20251106110633
20251106110633_TOP,conn7,20251106110633_TOP.png,OK,0.3752387464046478,0.2681628465652466,0.4173388183116913,0.2512694597244262,20251106110633
20251106110633_TOP,conn8,20251106110633_TOP.png,OK,0.390567272901535,0.2620308995246887,0.4621450304985046,0.2692291140556335,20251106110633
20251106110633_TOP,conn9,20251106110633_TOP.png,PARTIAL OCCLUSION,0.5507549047470093,0.2740629017353058,0.6297699213027954,0.30426225066185,20251106110633
20251106110712_TOP,conn1,20251106110712_TOP.png,OK,0.5327147841453552,0.2577148377895355,0.558280885219574,0.2226188480854034,20251106110712
20251106110712_TOP,conn2,20251106110712_TOP.png,OK,0.4585743844509125,0.2719480097293854,0.4226845502853393,0.2065543085336685,20251106110712
20251106110712_TOP,conn3,20251106110712_TOP.png,OK,0.5990777015686035,0.2537700533866882,0.7115033268928528,0.1741956323385238,20251106110712
20251106110712_TOP,conn4,20251106110712_TOP.png,PARTIAL OCCLUSION,0.4332484304904938,0.1968075633049011,0.4493134319782257,0.1687106788158416,20251106110712
20251106110712_TOP,conn5,20251106110712_TOP.png,OK,0.5474406480789185,0.2288130223751068,0.5060015916824341,0.2530016005039215,20251106110712
20251106110712_TOP,conn6,20251106110712_TOP.png,OK,0.4274642169475555,0.2807063162326813,0.5839298963546753,0.2430604696273803,20251106110712
20251106110712_TOP,conn7,20251106110712_TOP.png,OK,0.3453343510627746,0.2594576478004455,0.4072274565696716,0.2570365071296692,20251106110712
20251106110712_TOP,conn8,20251106110712_TOP.png,OK,0.3950845599174499,0.2734406292438507,0.4433130621910095,0.2645391821861267,20251106110712
20251106110712_TOP,conn9,20251106110712_TOP.png,OK,0.4721224904060364,0.305323451757431,0.5706077218055725,0.3087331652641296,20251106110712
20251106110746_TOP,conn1,20251106110746_TOP.png,OK,0.5331306457519531,0.2663253247737884,0.4881881475448608,0.2267427444458007,20251106110746
20251106110746_TOP,conn2,20251106110746_TOP.png,OK,0.4814381599426269,0.2742480933666229,0.4275657534599304,0.2448548078536987,20251106110746
20251106110746_TOP,conn3,20251106110746_TOP.png,OK,0.6064486503601074,0.2456001341342926,0.7213442325592041,0.1340352594852447,20251106110746
20251106110746_TOP,conn4,20251106110746_TOP.png,PARTIAL OCCLUSION,0.4227970242500305,0.2003464102745056,0.4306524097919464,0.1571279466152191,20251106110746
20251106110746_TOP,conn5,20251106110746_TOP.png,PARTIAL OCCLUSION,0.5346922278404236,0.2479560226202011,0.5244612097740173,0.2534720003604889,20251106110746
20251106110746_TOP,conn6,20251106110746_TOP.png,OK,0.5153994560241699,0.284461110830307,0.4765414595603943,0.2548560798168182,20251106110746
20251106110746_TOP,conn7,20251106110746_TOP.png,OK,0.3688311874866485,0.2559577524662018,0.3996395468711853,0.2461693882942199,20251106110746
20251106110746_TOP,conn8,20251106110746_TOP.png,OK,0.3667111098766327,0.2624935507774353,0.4449049234390259,0.2582395672798157,20251106110746
20251106110746_TOP,conn9,20251106110746_TOP.png,OK,0.490537166595459,0.2969454824924469,0.6045805811882019,0.3029132783412933,20251106110746
20251106110824_TOP,conn1,20251106110824_TOP.png,OK,0.5187960267066956,0.2720623612403869,0.4339795410633087,0.2331852167844772,20251106110824
20251106110824_TOP,conn2,20251106110824_TOP.png,OK,0.466194748878479,0.281684398651123,0.4238256216049194,0.2316908091306686,20251106110824
20251106110824_TOP,conn3,20251106110824_TOP.png,OK,0.6000972986221313,0.2465056478977203,0.7258934378623962,0.1426189839839935,20251106110824
20251106110824_TOP,conn4,20251106110824_TOP.png,OK,0.4579187035560608,0.2161157876253128,0.4569937288761139,0.1422975957393646,20251106110824
20251106110824_TOP,conn5,20251106110824_TOP.png,OK,0.5349549651145935,0.2419936954975128,0.5481440424919128,0.2475525438785553,20251106110824
20251106110824_TOP,conn6,20251106110824_TOP.png,PARTIAL OCCLUSION,0.4926267266273498,0.2855991721153259,0.5138033032417297,0.2630619406700134,20251106110824
20251106110824_TOP,conn7,20251106110824_TOP.png,OK,0.3814865350723266,0.2670075893402099,0.4181692898273468,0.2525236308574676,20251106110824
20251106110824_TOP,conn8,20251106110824_TOP.png,OK,0.4139375686645508,0.2661267220973968,0.4473203420639038,0.2557627856731415,20251106110824
20251106110824_TOP,conn9,20251106110824_TOP.png,OK,0.4937679469585418,0.2933435142040252,0.6098699569702148,0.3084916770458221,20251106110824
20251106110900_TOP,conn1,20251106110900_TOP.png,OK,0.539746105670929,0.2659504413604736,0.5312493443489075,0.2141457349061966,20251106110900
20251106110900_TOP,conn2,20251106110900_TOP.png,OK,0.4730922877788543,0.2692421078681946,0.4484119117259979,0.2473116070032119,20251106110900
20251106110900_TOP,conn3,20251106110900_TOP.png,OK,0.6041582822799683,0.2484829127788543,0.7303252816200256,0.1331331878900528,20251106110900
20251106110900_TOP,conn4,20251106110900_TOP.png,PARTIAL OCCLUSION,0.4326359927654266,0.2055545002222061,0.4529869854450226,0.1512119174003601,20251106110900
20251106110900_TOP,conn5,20251106110900_TOP.png,OK,0.5348354578018188,0.2383622080087661,0.5254122018814087,0.2604563534259796,20251106110900
20251106110900_TOP,conn6,20251106110900_TOP.png,OK,0.4829922318458557,0.2816014289855957,0.5246965289115906,0.2577465772628784,20251106110900
20251106110900_TOP,conn7,20251106110900_TOP.png,OK,0.3613702058792114,0.2622904777526855,0.3894270956516266,0.2549090683460235,20251106110900
20251106110900_TOP,conn8,20251106110900_TOP.png,OK,0.3853277564048767,0.2713640332221985,0.4758466482162475,0.2621015310287475,20251106110900
20251106110900_TOP,conn9,20251106110900_TOP.png,OK,0.4758982062339782,0.2914128601551056,0.5908766984939575,0.2867018282413482,20251106110900
