sample_id,connector_name,filename,label,gray_mean,gray_std,band_mean,band_std,board_id
20251118105546_TOP,conn1,20251118105546_TOP.png,OK,0.6164272427558899,0.2738566100597381,0.7354410886764526,0.1957503706216812,20251118105546
20251118105625_TOP,conn1,20251118105625_TOP.png,OK,0.5903255343437195,0.2782522141933441,0.6890990138053894,0.2470104247331619,20251118105625
20251118105700_TOP,conn1,20251118105700_TOP.png,OK,0.563596248626709,0.2815933525562286,0.6474789381027222,0.2604602873325348,20251118105700
20251118105736_TOP,conn1,20251118105736_TOP.png,OK,0.562578022480011,0.2460973262786865,0.6183105111122131,0.1992797255516052,20251118105736
20251118105811_TOP,conn1,20251118105811_TOP.png,OK,0.5574378967285156,0.2387887388467788,0.6159185767173767,0.1939759403467178,20251118105811
20251118105849_TOP,conn1,20251118105849_TOP.png,OK,0.604756772518158,0.275463342666626,0.6648269295692444,0.2488508224487304,20251118105849
20251118105924_TOP,conn1,20251118105924_TOP.png,OK,0.587829053401947,0.2866481244564056,0.7134882807731628,0.2220717370510101,20251118105924
20251118110001_TOP,conn1,20251118110001_TOP.png,OK,0.5994256734848022,0.2727911472320556,0.6789984703063965,0.2451110780239105,20251118110001
20251118110038_TOP,conn1,20251118110038_TOP.png,OK,0.5822350978851318,0.2612477540969848,0.6116337776184082,0.2573713660240173,20251118110038
20251118110112_TOP,conn1,20251118110112_TOP.png,OK,0.6215062737464905,0.280849426984787,0.7260622382164001,0.1940812617540359,20251118110112
20251118110150_TOP,conn1,20251118110150_TOP.png,OK,0.594727098941803,0.2719868123531341,0.6228177547454834,0.2688828706741333,20251118110150
20251118110226_TOP,conn1,20251118110226_TOP.png,OK,0.5865147709846497,0.268144279718399,0.6391242742538452,0.2470652461051941,20251118110226
20251118110304_TOP,conn1,20251118110304_TOP.png,OK,0.5916798710823059,0.2677062749862671,0.6341290473937988,0.2090759575366974,20251118110304
20251118110340_TOP,conn1,20251118110340_TOP.png,OK,0.5804576277732849,0.2554546594619751,0.6604865193367004,0.158046081662178,20251118110340
20251118110416_TOP,conn1,20251118110416_TOP.png,OK,0.5736283659934998,0.2531152069568634,0.5994181036949158,0.2391786277294159,20251118110416
20251118110451_TOP,conn1,20251118110451_TOP.png,OK,0.5960807800292969,0.2685469388961792,0.6469241380691528,0.226232647895813,20251118110451
20251118110529_TOP,conn1,20251118110529_TOP.png,OK,0.6040825843811035,0.280837208032608,0.6783362627029419,0.2500734031200409,20251118110529
20251118110605_TOP,conn1,20251118110605_TOP.png,OK,0.5836511850357056,0.2691652178764343,0.67500901222229,0.2068787068128585,20251118110605
20251118110642_TOP,conn1,20251118110642_TOP.png,OK,0.597080409526825,0.273363322019577,0.6421821713447571,0.2323269098997116,20251118110642
